scorer,n_pairs,top1,mrr,percentile_rank,retrieval_margin,n_candidates_mean,other_subject_same_task_side_failure_count,quality_related_failure_count,same_subject_hard_negative_success
v2_reference,34,0.7352941176470589,0.8321078431372548,0.8813131313131313,0.1535170664077282,7.323529411764706,7,2,0.625
v2A_top5_aperiodic_rerank,34,0.8529411764705882,0.8958333333333333,0.9003267973856209,-28.491988957506944,7.323529411764706,4,1,0.625
