null_name,metric,observed,null_mean,empirical_p_larger,n_permutations,seed
matched_task_side_null,delta_top1_v2B_minus_v2A,0.0,0.00024848484848484845,0.6560687862427514,5000,42
matched_task_side_null,delta_mrr_v2B_minus_v2A,0.0,0.00035730311775766365,0.500499900019996,5000,42
