variant_name,n_permutations,seed,observed_top1,null_mean_top1,empirical_p_top1,observed_mrr,null_mean_mrr,empirical_p_mrr,observed_percentile_rank,null_mean_percentile_rank,empirical_p_percentile_rank,null_method
v2_reference,5000,42,0.7272727272727273,0.030042424242424242,0.0001999600079984003,0.8255050505050505,0.19374284330147967,0.0001999600079984003,0.8726660544842364,0.10983538414447505,0.0001999600079984003,global random MedOn label shuffle; absent labels assigned unretrieved rank
v2A_top5_aperiodic_rerank,5000,42,0.8484848484848485,0.030339393939393937,0.0001999600079984003,0.8926767676767676,0.19413287584469402,0.0001999600079984003,0.8973063973063973,0.11079507193143556,0.0001999600079984003,global random MedOn label shuffle; absent labels assigned unretrieved rank
v2B_gated_aperiodic_top5,5000,42,0.8484848484848485,0.03035757575757575,0.0001999600079984003,0.8926767676767676,0.19418501887001885,0.0001999600079984003,0.8973063973063973,0.11048700642791552,0.0001999600079984003,global random MedOn label shuffle; absent labels assigned unretrieved rank
