variant_name,score_name,heldout_subject,feature,feature_group,weight,n_subject_components_removed
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,stn_right_high_beta_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,stn_right_broad_beta_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,stn_right_gamma_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_low_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_high_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_broad_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,alpha_coupling_index,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,beta_coupling_asymmetry,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,beta_coupling_index,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,cortico_stn_coupling_index,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,gamma_coupling_asymmetry,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,gamma_coupling_index,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_alpha_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_alpha_coupling_asymmetry,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_broad_beta_coupling_asymmetry,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_gamma_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_gamma_coupling_asymmetry,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_high_beta_coupling_asymmetry,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_left_alpha_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_left_broad_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_left_gamma_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_left_high_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_left_low_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_low_beta_coupling_asymmetry,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_opposite_task_side_alpha_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_opposite_task_side_broad_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_opposite_task_side_gamma_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_opposite_task_side_high_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_opposite_task_side_low_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_right_alpha_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_right_broad_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_right_gamma_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_right_high_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_right_low_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_task_side_alpha_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_task_side_broad_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_task_side_gamma_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_task_side_high_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IU8mi,motor_stn_task_side_low_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,meg_alpha_power,MEG_motor_power_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,meg_low_beta_power,MEG_motor_power_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,meg_high_beta_power,MEG_motor_power_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,meg_broad_beta_power,MEG_motor_power_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,meg_gamma_power,MEG_motor_power_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_alpha_power,MEG_motor_power_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_low_beta_power,MEG_motor_power_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_high_beta_power,MEG_motor_power_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_broad_beta_power,MEG_motor_power_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_gamma_power,MEG_motor_power_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_alpha_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_low_beta_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_high_beta_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_broad_beta_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_gamma_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_left_alpha_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_left_low_beta_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_left_high_beta_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_left_broad_beta_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_left_gamma_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_right_alpha_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_right_low_beta_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_right_high_beta_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_right_broad_beta_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,stn_right_gamma_power,STN_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_low_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_high_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_broad_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,alpha_coupling_index,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,beta_coupling_asymmetry,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,beta_coupling_index,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,cortico_stn_coupling_index,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,gamma_coupling_asymmetry,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,gamma_coupling_index,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_alpha_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_alpha_coupling_asymmetry,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_broad_beta_coupling_asymmetry,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_gamma_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_gamma_coupling_asymmetry,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_high_beta_coupling_asymmetry,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_left_alpha_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_left_broad_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_left_gamma_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_left_high_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_left_low_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_low_beta_coupling_asymmetry,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_opposite_task_side_alpha_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_opposite_task_side_broad_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_opposite_task_side_gamma_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_opposite_task_side_high_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_opposite_task_side_low_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_right_alpha_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_right_broad_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_right_gamma_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_right_high_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_right_low_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_task_side_alpha_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_task_side_broad_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_task_side_gamma_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_task_side_high_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-2IhVOz,motor_stn_task_side_low_beta_coupling,coupling,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-AB2PeX,meg_alpha_power,MEG_motor_power_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-AB2PeX,meg_low_beta_power,MEG_motor_power_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-AB2PeX,meg_high_beta_power,MEG_motor_power_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-AB2PeX,meg_broad_beta_power,MEG_motor_power_features,1.0,0
v2B_gated_aperiodic_top5,v2_metric,sub-AB2PeX,meg_gamma_power,MEG_motor_power_features,1.0,0
