permutation_index,top1,mrr
556,0.1666666666666666,0.3352116211675035
557,0.3333333333333333,0.444500962000962
558,0.2666666666666666,0.4171374458874459
559,0.3333333333333333,0.463464650817592
560,0.3,0.4172234247234247
561,0.2333333333333333,0.3898339296868708
562,0.3333333333333333,0.4304685401744225
563,0.2333333333333333,0.3743815735920999
564,0.2666666666666666,0.3861971498000909
565,0.2,0.3473930834960246
566,0.2666666666666666,0.3863811134399369
567,0.3,0.4428362650421473
568,0.3,0.4255654666684078
569,0.3,0.4159531039136303
570,0.3333333333333333,0.4726488000017412
571,0.2666666666666666,0.393517745870687
572,0.2,0.3407630468659881
573,0.3666666666666666,0.4937488729593993
574,0.2666666666666666,0.3801134323193146
575,0.3,0.3963289916424591
576,0.2333333333333333,0.390042854748737
577,0.4,0.5075451998981411
578,0.2333333333333333,0.3741933066933067
579,0.3,0.4328369125427949
580,0.2666666666666666,0.3937938878573554
581,0.4333333333333333,0.5395822369351782
582,0.4,0.4842286553315965
583,0.3,0.429535061888003
584,0.2666666666666666,0.3900020159578983
585,0.3,0.430479362685245
586,0.2666666666666666,0.3896850045379458
587,0.2,0.3488439011968423
588,0.3333333333333333,0.4361584058642883
589,0.3,0.4410747259276671
590,0.3333333333333333,0.4445744206773619
591,0.2666666666666666,0.3947178883208295
592,0.3666666666666666,0.4652148124206948
593,0.1666666666666666,0.3165158126187538
594,0.2,0.3286631097660509
595,0.2333333333333333,0.3418831767361179
596,0.2666666666666666,0.4233234031763443
597,0.2666666666666666,0.3804366929366929
598,0.2666666666666666,0.3851950962980375
599,0.2666666666666666,0.3712705451869538
600,0.4333333333333333,0.5468915942445354
601,0.2666666666666666,0.384951464657347
602,0.2333333333333333,0.3320961874096549
603,0.2666666666666666,0.3792637591167003
604,0.2666666666666666,0.4104829103358515
605,0.3666666666666666,0.487378264437088
606,0.3,0.4172585883615295
607,0.1,0.2829742615772028
608,0.3,0.4345615169144581
609,0.3,0.4326688262717674
610,0.3333333333333333,0.414411356617239
611,0.3333333333333333,0.4581028503087326
612,0.3666666666666666,0.4361584058642881
613,0.2333333333333333,0.3465818712877536
614,0.3333333333333333,0.4722631671161083
615,0.2666666666666666,0.3970216956246368
616,0.2333333333333333,0.3851093024622437
