permutation_index,random_label_top1,random_label_mrr,matched_task_side_top1,matched_task_side_mrr
2840,0.0303030303030303,0.1802720007265461,0.0,0.2764550264550264
2841,0.0606060606060606,0.229897038987948,0.0606060606060606,0.316703834885653
2842,0.0606060606060606,0.2337078746169655,0.0,0.3059644059644059
2843,0.0,0.1851158942068033,0.0606060606060606,0.3174122174122174
2844,0.0,0.1778760801488074,0.0,0.2817831999650181
2845,0.0303030303030303,0.1872887213796304,0.0,0.2805675805675805
2846,0.0303030303030303,0.1925867062230698,0.0303030303030303,0.3128317810135991
2847,0.0303030303030303,0.2103454626181898,0.0303030303030303,0.3033309283309283
2848,0.0303030303030303,0.1850339054884509,0.0303030303030303,0.277934102934103
2849,0.0909090909090909,0.2491753196298651,0.0606060606060606,0.3456228956228956
2850,0.0303030303030303,0.1777408618317709,0.0303030303030303,0.3158008658008658
2851,0.0303030303030303,0.2119779210688301,0.0606060606060606,0.2936267436267435
2852,0.0,0.1805806146715237,0.0,0.2903439153439153
2853,0.0,0.1625621011984648,0.0606060606060606,0.3564945996764178
2854,0.0,0.1849467872195145,0.0,0.2725468975468975
2855,0.0,0.1767242858151949,0.0303030303030303,0.3049062049062049
2856,0.0,0.1737285441830896,0.0303030303030303,0.2846320346320346
2857,0.0303030303030303,0.196821360457724,0.0303030303030303,0.2861712361712361
2858,0.0303030303030303,0.2133396906124178,0.0,0.3262145262145262
2859,0.0303030303030303,0.1935788958516231,0.0,0.2958524640342821
2860,0.0606060606060606,0.2247033269760542,0.0606060606060606,0.3236050986050986
2861,0.0,0.1646737101282555,0.0,0.329028379028379
2862,0.0303030303030303,0.1957572730300003,0.0606060606060606,0.3189536053172417
2863,0.0,0.1763668150031786,0.0303030303030303,0.2878317810135991
2864,0.0,0.1740623013350286,0.0606060606060606,0.3449254449254449
2865,0.0303030303030303,0.1911247002156093,0.0303030303030303,0.307058682058682
2866,0.0,0.1608756563302018,0.0606060606060606,0.3279341029341029
2867,0.0,0.1627734218643309,0.0303030303030303,0.2848135029953211
2868,0.0,0.1546309750855205,0.0606060606060606,0.3379640561458742
2869,0.0303030303030303,0.1815116701480338,0.0606060606060606,0.3145021645021645
2870,0.0,0.1569708069708069,0.0303030303030303,0.3193613625431807
2871,0.0,0.1665332142604869,0.0606060606060606,0.345021645021645
2872,0.0303030303030303,0.1858267994631631,0.0606060606060606,0.3128427128427128
2873,0.0303030303030303,0.1940125531034622,0.0606060606060606,0.3205037386855568
2874,0.0606060606060606,0.2256142847051938,0.0909090909090909,0.3357503607503607
2875,0.0303030303030303,0.1750272454817909,0.0303030303030303,0.3044853294853294
2876,0.0303030303030303,0.1782739987285441,0.0303030303030303,0.3096801346801347
2877,0.0303030303030303,0.1940967281876372,0.0606060606060606,0.3634920634920634
2878,0.0909090909090909,0.2374949965859056,0.0909090909090909,0.3729929161747343
2879,0.0606060606060606,0.2210458733186005,0.0303030303030303,0.2897546897546897
2880,0.0,0.1768077040804313,0.0,0.2684835366653548
2881,0.0,0.1603093875821148,0.0606060606060606,0.3131914381914382
2882,0.0909090909090909,0.2183154387699842,0.0,0.3035954785954786
2883,0.0303030303030303,0.1962270053179144,0.0303030303030303,0.2838985088985089
2884,0.0,0.1769760542487815,0.0606060606060606,0.3112554112554112
2885,0.0,0.1547249888158979,0.0909090909090909,0.3286435786435786
2886,0.0303030303030303,0.1838073542618997,0.0303030303030303,0.2901875901875901
2887,0.0303030303030303,0.1868908027998936,0.0303030303030303,0.3050745550745551
2888,0.0303030303030303,0.1921636444363716,0.0303030303030303,0.2973195155013337
2889,0.0606060606060606,0.2161987002896093,0.0,0.2951670383488565
2890,0.0,0.1700128154673609,0.0303030303030303,0.3318903318903319
