variant_name,n_permutations,seed,observed_top1,null_mean_top1,empirical_p_top1,observed_mrr,null_mean_mrr,empirical_p_mrr,observed_percentile_rank,null_mean_percentile_rank,unavailable_queries,eligible_level_counts_json,null_method
v2_reference,5000,42,0.7272727272727273,0.052472727272727275,0.0001999600079984003,0.8255050505050505,0.3177590885040885,0.0001999600079984003,0.8726660544842364,0.4205997704315886,0,"{""task_original_side"": 33}",within candidate pool matched task/side pseudo-positive; true pair excluded
v2A_top5_aperiodic_rerank,5000,42,0.8484848484848485,0.03707272727272728,0.0001999600079984003,0.8926767676767676,0.3095492929292929,0.0001999600079984003,0.8973063973063973,0.41758086929905114,0,"{""task_original_side"": 33}",within candidate pool matched task/side pseudo-positive; true pair excluded
